repositoryGitHubSlug,npmPackageName,versionOfInterest,versionOfInterestReleaseDate
ebaauw/homebridge-lib,homebridge-lib,4.6.1,2020-04-30T18:35:39.269Z
hamed-ehtesham/pretty-checkbox-vue,pretty-checkbox-vue,1.0.0,2018-01-02T13:55:28.156Z
YuriGor/deepdash,deepdash,1.5.5,2018-12-10T21:16:34.538Z
filamentgroup/svg-to-png,svg-to-png,3.1.0,2016-06-23T20:45:03.841Z
feathersjs/feathers-authentication,feathers-authentication,0.4.0,2016-02-27T17:46:47.445Z
remarkjs/remark-validate-links,remark-validate-links,8.0.1,2019-03-08T11:10:39.916Z
mikeal/bent,bent,1.5.2,2019-04-30T13:23:51.127Z
e0ipso/subrequests,subrequests,1.4.0,2017-09-02T18:21:53.973Z
mcollina/hyperid,hyperid,1.1.0,2016-12-09T09:59:26.708Z
yeoman/generator-mocha,generator-mocha,0.3.1,2016-07-13T18:01:50.858Z
mapbox/mapbox-gl-draw,@mapbox/mapbox-gl-draw,0.18.1,2017-05-16T15:10:56.643Z
ng2-ui/ng2-auto-complete,ng2-auto-complete,0.4.2,2016-08-06T23:23:29.994Z
jviide/babel-plugin-transform-replace-expressions,babel-plugin-transform-replace-expressions,0.1.0,2019-02-24T18:27:59.360Z
jamestalmage/is-git-clean,is-git-clean,1.0.0,2016-04-06T20:47:21.270Z
vonovak/react-navigation-header-buttons,react-navigation-header-buttons,4.0.3,2020-07-30T08:26:54.699Z
naugtur/audit-resolve-core,audit-resolve-core,1.1.6,2019-09-19T09:38:08.978Z
jonschlinkert/is-dotfile,is-dotfile,0.1.1,2015-01-22T05:50:16.807Z
IgniteUI/igniteui-angular,igniteui-angular,7.2.20,2019-07-29T14:49:02.541Z
hasura/graphqurl,graphqurl,0.0.3,2018-07-30T05:53:03.147Z
Financial-Times/n-teaser,@financial-times/n-teaser,4.8.6,2018-01-23T12:02:21.883Z
mzahor/gulp-inject-file,gulp-inject-file,0.0.13,2015-07-21T14:43:11.328Z
jonathantneal/postcss-partial-import,postcss-partial-import,2.1.0,2016-10-18T15:53:10.378Z
ramandeep-singh-1983/ngx-powerbi,ngx-powerbi,1.0.3,2018-06-27T11:27:21.209Z
distributed-systems/callsite,@distributed-systems/callsite,1.0.0,2018-01-03T21:50:20.026Z
bahmutov/snap-shot-it,snap-shot-it,4.0.1,2017-09-27T15:45:50.842Z
75lb/command-line-tool,command-line-tool,0.1.0,2016-01-09T19:05:53.451Z
git+https://gitlab.com/staltz/mdast-add-list-metadata,mdast-add-list-metadata,1.0.1,2018-07-25T17:24:01.897Z
bluelovers/ws-epub,epub2,2.0.1,2020-06-09T23:02:39.801Z
ironSource/license-report,license-report,2.2.1,2019-06-22T14:06:47.936Z
margox/braft,braft-editor,2.1.30,2018-11-17T10:05:33.078Z
scottcorgan/globject,globject,1.0.1,2015-01-14T18:30:25.218Z
hakimel/reveal.js,reveal.js,3.4.0,2017-01-10T13:58:00.948Z
no23reason/react-qr-svg,react-qr-svg,1.2.0,2017-06-20T18:28:43.873Z
Wizcorp/node-iap,iap,1.1.1,2019-12-24T09:16:47.720Z
yury-dymov/react-autocomplete-input,react-autocomplete-input,1.0.10,2019-02-27T05:56:16.999Z
instacart/Snacks,ic-snacks,0.0.75,2018-04-11T17:20:23.726Z
VisionistInc/showdown-xss-filter,showdown-xss-filter,0.1.1,2015-06-02T13:02:30.986Z
danawoodman/sinon-express-mock,sinon-express-mock,1.3.0,2017-03-28T19:01:25.564Z
Leaflet/Leaflet.draw,leaflet-draw,1.0.3,2018-09-14T16:48:57.030Z
vtex/react-csv-parse,@vtex/react-csv-parse,1.1.0,2018-02-07T21:00:33.225Z
javve/list.js,list.js,2.0.0,2020-11-21T15:26:10.043Z
SevInf/qemitter,qemitter,1.0.0,2015-04-17T15:33:25.001Z
apiaryio/blueprint-transactions,blueprint-transactions,0.0.2,2015-07-07T14:13:40.790Z
NetanelBasal/spectator,@netbasal/spectator,1.5.3,2018-05-15T11:44:24.196Z
usrz/ec-key,ec-key,0.0.1,2017-05-22T13:08:19.496Z
wix/react-native-calendars,react-native-calendars,1.17.6,2018-03-22T10:33:33.752Z
crubier/react-graph-vis,react-graph-vis,1.0.0,2017-09-25T11:10:56.285Z
jcarpanelli/spinnies,spinnies,0.5.0,2019-08-25T12:10:30.542Z
3five/protium,protium,0.5.5,2016-04-14T18:34:45.420Z
sunesimonsen/magicpen,magicpen,5.2.0,2015-08-18T06:49:18.982Z
ardatan/fetch-with-cache,fetchache,0.0.3,2020-03-22T18:14:03.556Z
DockYard/ember-service-worker-index,ember-service-worker-index,0.6.8,2018-06-11T15:57:05.493Z
twolfson/gmsmith,gmsmith,0.5.1,2015-10-26T05:34:27.906Z
git@github.com:nodesecurity/nsp-api,nsp-api,1.0.3,2015-01-20T17:53:30.202Z
kuu/hls-parser,hls-parser,0.1.1,2017-05-15T17:11:47.482Z
diamondio/better-queue,better-queue,3.8.3,2016-10-27T20:37:07.321Z
liamcurry/gql/tree/master/packages/gql-format,gql-format,0.0.2,2016-11-07T03:30:11.436Z
multiformats/js-multistream-select,multistream-select,0.2.0,2015-06-08T13:32:54.040Z
babel/babel/tree/master/packages/babel-plugin-transform-proto-to-assign,babel-plugin-transform-proto-to-assign,6.1.18,2015-11-12T21:51:36.197Z
dominictarr/pull-level,pull-level,2.0.2,2016-06-22T09:37:46.733Z
mafintosh/is-my-json-valid,is-my-json-valid,2.0.1,2015-01-22T09:19:06.340Z
ioBroker/ioBroker.hm-rpc,iobroker.hm-rpc,1.9.2,2019-01-14T21:57:03.538Z
finnfiddle/react-window-size,react-window-size,1.2.0,2018-05-04T10:16:39.333Z
stoplightio/types,@stoplight/types,11.1.1,2019-09-26T17:06:36.475Z
finnfiddle/its-set,its-set,1.2.1,2017-07-03T11:55:14.444Z
aurelia/polyfills,aurelia-polyfills,0.1.2,2016-02-17T22:08:39.298Z
princed/angular-gettext-loader,angular-gettext-loader,1.0.1,2015-07-20T16:52:18.042Z
iansawyerva/generator-angular-material,generator-angular-material,1.4.7,2016-12-27T14:24:39.466Z
github.com:CODEYA/node-gulp-mode,gulp-mode,1.0.1,2015-08-10T03:44:49.636Z
chyingp/grunt-inline,grunt-inline,0.3.7,2019-12-19T14:54:48.741Z
juliangruber/capture-chrome,capture-chrome,1.0.2,2017-09-16T13:28:49.807Z
googleapis/sloth,@justinbeckwith/sloth,1.2.1,2018-06-06T05:05:33.836Z
tusharmath/muxer,muxer,1.0.1,2016-05-26T17:32:16.984Z
adopted-ember-addons/ember-file-upload,ember-file-upload,3.0.1,2020-03-13T09:20:34.189Z
PolymerElements/paper-styles,@polymer/paper-styles,3.0.1,2018-09-14T03:21:37.932Z
SAP/spartacus/tree/develop/projects/schematics,@spartacus/schematics,1.5.0,2020-02-26T19:55:39.309Z
jillix/a-csv,a-csv,2.0.0,2015-05-19T16:47:54.644Z
RuntimeTools/appmetrics-dash,appmetrics-dash,3.0.0,2017-03-09T15:27:18.802Z
lddubeau/saxes,saxes,3.1.7,2019-02-22T23:43:54.342Z
victoriafrench/react-native-dialogbox,react-native-dialogbox,0.6.10,2018-10-19T17:44:06.171Z
jherdman/ember-cli-chartist,ember-cli-chartist,1.2.2,2017-08-30T18:33:28.774Z
node-base/base-project,base-project,0.1.2,2016-03-17T10:12:31.141Z
n-riesco/jmp,jmp,0.0.6,2015-05-22T17:04:26.404Z
ruimarinho/authy-client,authy-client,1.0.8,2016-12-11T22:25:01.061Z
Gaboa/slot-game,@a-g/game,1.6.9,2017-08-17T13:31:40.118Z
johntitus/node-horseman,node-horseman,2.0.0,2015-09-10T19:02:54.573Z
node-influx/node-influx,influx,4.2.1,2016-07-26T01:20:20.794Z
mgechev/google-oauth2-node,google-oauth2-node,0.0.1,2018-04-04T04:39:27.979Z
bojand/grpc-create-metadata,grpc-create-metadata,3.0.0,2017-12-16T01:53:46.798Z
commenthol/date-holidays-parser,date-holidays-parser,1.4.2,2019-11-19T19:39:54.527Z
betsol/spa-server,spa-server,0.1.0,2015-04-04T17:33:28.763Z
microsoft/react-native-windows,react-native-windows,0.63.3,2020-09-21T15:04:53.148Z
sindresorhus/global-dirs,global-dirs,2.0.0,2019-09-17T06:38:38.471Z
feathersjs/feathers-hooks-common,feathers-hooks-common,4.5.5,2018-02-05T18:58:53.002Z
tsu-complete/node-execr,execr,1.0.1,2015-07-24T17:20:10.163Z
kpfromer/nestjs-typegoose,nestjs-typegoose,5.2.0,2019-06-07T00:23:48.943Z
adopted-ember-addons/ember-data-model-fragments,ember-data-model-fragments,2.3.1,2016-04-20T15:06:03.987Z
colaboy/seedsui-react,seedsui-react,2.0.7,2019-05-08T06:08:50.704Z
benoror/ember-airtable,ember-airtable,0.0.5,2016-10-02T00:34:06.937Z
inikulin/elegant-status,elegant-status,1.1.0,2016-05-20T12:54:48.433Z
microsoft/botframework-cli/tree/master/packages/lu,@microsoft/bf-lu,4.10.0,2020-08-14T21:51:05.432Z
jonathantneal/postcss-short-font-size,postcss-short-font-size,2.0.0,2016-06-09T22:01:30.329Z
ysmood/junit,junit,0.1.3,2015-09-18T05:35:35.485Z
sueddeutsche/handlebars-render-loader,handlebars-render-loader,1.1.0,2017-03-17T10:23:37.282Z
badcafe/rollup-plugin-inject-process-env,rollup-plugin-inject-process-env,1.3.0,2020-06-11T17:33:48.557Z
git+ssh://git@gitlab.com/TheRealCodeKraft/codekraft-react-frontend,codekraft-react-frontend,1.0.6,2017-09-07T12:00:33.956Z
dotansimha/graphql-code-generator,@graphql-codegen/plugin-helpers,1.8.1,2019-10-05T15:15:47.346Z
googleapis/nodejs-datastore,@google-cloud/datastore,1.0.5,2017-07-17T17:50:30.474Z
phenomnomnominal/betterer,@betterer/betterer,1.0.2,2020-05-16T15:20:38.778Z
ebdrup/mocha-jshint,mocha-jshint,2.1.1,2015-04-17T12:39:57.737Z
noeldelgado/react-gemini-scrollbar,react-gemini-scrollbar,1.0.6,2015-03-27T07:52:38.615Z
pugjs/pug-loader,pug-loader,2.2.0,2016-08-06T17:33:31.784Z
EricssonBroadcastServices/chromecast-receiver-2,emp-chromecast-receiver-2-dev,2.79.0,2018-03-03T16:39:50.898Z
ryandrewjohnson/react-localize-redux,react-localize-redux,2.12.0,2017-10-05T01:07:25.741Z
sailsjs/anchor,anchor,1.1.1,2016-12-22T21:53:52.508Z
sindresorhus/is-svg,is-svg,2.0.1,2016-05-09T15:12:17.788Z
i18next/react-i18next,react-i18next,8.0.4,2018-10-01T10:19:31.299Z
rwjblue/ember-cli-content-security-policy,ember-cli-content-security-policy,0.5.0,2016-01-18T21:43:27.781Z
strongloop/strong-trace-aggregator,strong-trace-aggregator,1.2.8,2015-06-03T23:53:58.749Z
evocateur/libnpmaccess,@evocateur/libnpmaccess,3.1.0,2019-05-08T19:57:01.307Z
https://steps.everis.com/git/DMFALICANTE/frontend_modules,leaf-framework,1.0.130,2017-09-23T12:47:32.083Z
HenrikJoreteg/events,events-mixin,1.2.0,2015-03-05T16:32:14.556Z
cutsin/require-yml,require-yml,0.0.2,2015-01-12T10:15:04.052Z
jgable/gulp-cache,gulp-cache,0.4.0,2015-11-03T18:04:03.840Z
you-dont-need/You-Dont-Need-Momentjs,eslint-plugin-you-dont-need-momentjs,1.6.0,2020-03-04T12:37:58.436Z
bokub/chalk-animation,chalk-animation,1.6.0,2018-04-07T14:02:11.012Z
neogeek/doxdox-plugin-markdown,doxdox-plugin-markdown,1.1.2,2017-05-05T00:50:28.745Z
alandoherty/node-lxd,node-lxd,0.1.5,2016-02-28T16:58:17.393Z
cdimascio/express-openapi-validator,express-openapi-validator,3.6.3,2020-01-13T02:15:26.271Z
lmaccherone/node-localstorage,node-localstorage,1.3.1,2018-03-19T21:04:58.218Z
gsoft-inc/craco,@craco/craco,3.1.1,2018-11-23T14:17:54.098Z
mafintosh/blake2b-wasm,blake2b-wasm,1.1.2,2017-06-11T23:21:42.415Z
featurist/fs-tree,fs-tree,0.2.0,2015-04-21T13:37:56.275Z
aknuds1/html-to-react,html-to-react,1.3.2,2017-12-23T16:32:07.457Z
lipis/bootstrap-social,bootstrap-social,4.11.0,2015-12-03T14:02:02.866Z
lokenxo/ng2-fittext,ng2-fittext,1.0.10,2017-03-16T23:47:50.316Z
williamkapke/get-then,get-then,1.2.0,2017-05-20T23:06:51.475Z
rollup/rollup-plugin-inject,rollup-plugin-inject,1.1.0,2015-10-28T13:07:53.212Z
keystonejs/keystone-5/tree/main/packages/keystone,@keystonejs/keystone,11.1.1,2020-06-17T02:47:28.739Z
trojanowski/apollo-link-mock,apollo-link-mock,1.0.0,2018-11-02T12:57:23.588Z
wprl/rest-error,rest-error,1.3.1,2016-08-05T15:19:20.199Z
thinkloop/memoizerific,memoizerific,1.5.1,2016-02-03T23:22:22.964Z
zalmoxisus/remotedev,remotedev,0.0.1,2015-12-20T12:58:41.576Z
homebridge/ffmpeg-for-homebridge,ffmpeg-for-homebridge,0.0.6,2020-06-19T00:13:20.394Z
eduardolundgren/gulp-umd,gulp-umd,0.2.1,2017-03-21T04:13:48.141Z
ryansonshine/aws-sso-creds-helper,aws-sso-creds-helper,1.3.4,2020-08-23T18:01:34.183Z
collectionspace/cspace-input.js,cspace-input,1.0.1,2018-08-06T08:11:02.348Z
emmetio/lorem,@emmetio/lorem,1.0.0,2017-01-30T23:10:23.604Z
BastienAr/stream-mock,stream-mock,1.0.1,2018-03-12T10:15:18.987Z
mulesoft/osprey,osprey,0.5.3,2019-06-19T21:57:23.396Z
zinserjan/mocha-webpack,mocha-webpack,0.6.0,2016-08-10T19:47:24.573Z
koajs/bodyparser,koa-bodyparser,4.3.0,2020-03-24T07:16:59.932Z
probot/probot,probot,9.2.1,2019-04-06T00:49:07.909Z
openzim/mwoffliner,mwoffliner,1.9.8,2019-09-05T13:28:59.251Z
aurelia/framework,aurelia-framework,1.1.3,2017-07-11T04:50:07.088Z
nassor/mongoose-history,mongoose-history,0.4.1,2015-08-04T21:43:25.613Z
TooTallNate/node-get-uri,get-uri,3.0.0,2020-02-07T20:18:45.450Z
trendmicro-frontend/react-dropdown,@trendmicro/react-dropdown,0.6.0,2017-02-23T08:20:48.640Z
OctopusDeploy/octopackjs,@octopusdeploy/octopackjs,0.0.3,2016-02-08T21:27:10.703Z
sindresorhus/grunt-minify-html,grunt-minify-html,3.0.0,2017-05-11T20:49:53.228Z
jwarby/inquirer-maxlength-input-prompt,inquirer-maxlength-input-prompt,1.0.1,2020-07-22T16:12:55.591Z
gund/ng-dynamic-component,ng-dynamic-component,5.0.4,2020-01-29T04:13:31.906Z
react-component/m-dialog,rmc-dialog,1.0.6,2017-11-16T04:23:33.787Z
xuduo/socket.io-push,socket.io-push,0.0.176,2016-07-06T02:49:16.878Z
Agranom/ngx-material-timepicker,ngx-material-timepicker,2.6.2,2018-10-07T10:36:13.358Z
moneydesktop/mx-react-components,mx-react-components,0.0.3,2015-08-30T19:15:50.735Z
dominictarr/pull-defer,pull-defer,0.2.0,2015-07-13T01:42:33.486Z
Yukaii/synchronized-promise,synchronized-promise,0.0.3,2018-02-13T02:36:32.167Z
olihawkins/d3-hexjson,d3-hexjson,0.0.8,2017-05-20T13:02:22.086Z
warncke/immutable-core-controller,immutable-core-controller,0.7.12,2017-08-11T03:32:43.619Z
auth0/styleguide/tree/master/packages/core,@auth0/styleguide-core,2.0.4,2017-05-04T21:34:18.305Z
rsschermer/ember-multiselect-checkboxes,ember-multiselect-checkboxes,0.7.0,2016-01-25T22:05:40.993Z
jonschlinkert/is-absolute,is-absolute,1.0.0,2017-07-13T08:05:31.177Z
PolymerLabs/polyclean,polyclean,1.2.1,2016-01-05T18:53:50.764Z
brianmcd/contextify,contextify,0.1.12,2015-01-27T03:38:15.104Z
csstools/stylelint-value-no-unknown-custom-properties,stylelint-value-no-unknown-custom-properties,3.0.0,2020-05-12T02:31:00.172Z
thenativeweb/eslint-plugin-extended,eslint-plugin-extended,0.1.0,2015-08-04T12:28:36.642Z
civiccc/react-waypoint,react-waypoint,7.0.0,2017-05-05T09:58:21.005Z
umchee/react-double-scrollbar,react-double-scrollbar,0.0.7,2016-03-28T05:44:38.574Z
InfoSec812/npm-audit-ci-wrapper,npm-audit-ci-wrapper,2.4.4,2020-03-23T11:37:41.542Z
apollographql/federation,@apollo/federation,0.19.0,2020-07-28T18:51:16.595Z
codemanki/cloudscraper,cloudscraper,3.1.0,2019-03-14T17:47:14.364Z
mypurecloud/purecloud-webrtc-sdk,purecloud-webrtc-sdk,1.0.4,2018-11-01T21:27:48.912Z
scopewu/qrcode.vue,qrcode.vue,0.2.1,2017-04-17T13:48:31.114Z
marc136/node-folder-hash,folder-hash,1.0.2,2015-11-23T20:17:17.095Z
jonathantneal/postcss-short,postcss-short,1.0.0,2015-09-21T13:44:03.580Z
CluedIn-io/cluedin.widget,cluedin-widget,1.4.286,2017-08-15T08:50:38.823Z
IonicaBizau/is-semver,is-semver,1.0.10,2020-08-09T12:33:32.079Z
ljharb/promiseback,promiseback,2.0.2,2015-10-15T03:46:53.582Z
kybishop/ember-popper,ember-popper,0.0.1,2017-04-14T01:54:27.706Z
visionmedia/superagent,superagent,5.1.4,2020-01-07T09:22:22.594Z
folke/devmoji,devmoji,1.2.1,2020-01-15T22:30:00.068Z
ng-apimock/base-client,@ng-apimock/base-client,1.0.6,2018-10-31T22:17:45.827Z
googleapis/nodejs-monitoring,@google-cloud/monitoring,0.6.0,2018-08-15T22:58:09.889Z
seegno/bookshelf-cascade-delete,bookshelf-cascade-delete,2.0.1,2016-12-13T18:21:54.265Z
ant-tool/atool-build,atool-build,0.1.0,2015-11-26T08:25:37.558Z
smileidentity/smile-identity-core-js,smile-identity-core,1.0.4,2020-06-24T21:58:26.688Z
no23reason/react-geolocated,react-geolocated,2.3.1,2018-04-18T06:33:55.764Z
prismicio/prismic-javascript,prismic-javascript,2.0.3,2019-03-25T10:41:37.268Z
PolymathNetwork/Polymesh-UI,@polymathnetwork/polymesh-ui,0.3.210,2020-07-08T12:41:36.964Z
hoodiehq/couchdb-calculate-session-id,couchdb-calculate-session-id,1.1.1,2016-10-13T04:01:44.663Z
theolampert/react-flickity-component,react-flickity-component,1.0.2,2017-09-19T19:17:11.484Z
https://gitlab.alibaba-inc.com/snow/snow-ui,snowui,1.4.81,2019-08-01T13:14:50.329Z
markabrahams/node-net-snmp,net-snmp,2.5.9,2020-04-16T13:57:41.065Z
acornjs/acorn-static-class-features,acorn-static-class-features,0.2.0,2019-02-09T11:08:12.724Z
postmanlabs/mime-format,mime-format,2.0.0,2017-01-12T12:37:04.073Z
OpenGov/Capital-Style,@opengov/capital-style,4.4.0,2020-07-08T17:52:14.492Z
postmanlabs/swagger2-postman,swagger2-to-postman,1.1.0,2016-02-02T11:15:19.632Z
hexojs/hexo-generator-tag,hexo-generator-tag,0.1.1,2015-04-27T08:10:19.859Z
MrBlenny/react-flow-chart,@mrblenny/react-flow-chart,0.0.5,2019-04-02T11:00:48.046Z
99xt/dynamodb-localhost,dynamodb-localhost,0.0.4,2016-10-09T17:25:12.455Z
josdejong/mathjs,mathjs,3.15.0,2017-07-29T12:13:53.710Z
SocketCluster/sc-broker-cluster,sc-broker-cluster,5.0.3,2017-10-30T21:58:58.150Z
ethereum/remix/tree/master/remix-solidity,remix-solidity,0.2.4,2018-08-23T11:58:35.168Z
hegemonic/jsdoc-baseline,jsdoc-baseline,0.1.0,2019-05-20T22:35:56.055Z
reaviz/reaviz,reaviz,8.1.3,2020-05-04T17:33:13.473Z
riot/riot,riot,4.0.6,2019-06-05T19:45:22.457Z
lodgify/lodgify-ui,@lodgify/ui,1.197.0,2019-06-07T10:12:38.625Z
yoavniran/grunt-systemjs-builder,grunt-systemjs-builder,0.2.5,2015-12-01T08:08:01.633Z
jeffbski/joi-browser,joi-browser,7.0.1,2015-12-19T21:57:52.484Z
keystonejs/keystone-5/tree/main/packages/arch/packages/hooks,@arch-ui/hooks,0.0.10,2020-04-23T05:39:59.034Z
stephane-monnot/react-vertical-timeline,react-vertical-timeline-component,1.0.2,2017-10-27T09:21:25.631Z
GitbookIO/plugin-disqus,gitbook-plugin-disqus,1.0.0,2016-10-14T21:23:33.563Z
nexmo/nexmo-node,nexmo,1.1.1,2017-01-23T18:22:22.556Z
multiformats/js-mafmt,mafmt,6.0.4,2019-01-08T17:04:20.030Z
cameronhunter/prettier-package-json,prettier-package-json,1.5.1,2018-03-09T23:33:06.632Z
jcubic/jquery.terminal,jquery.terminal,1.0.3,2017-02-08T18:43:17.606Z
karan101292/react-video-js-player,react-video-js-player,1.0.0,2019-01-01T08:02:46.083Z
trello/scientist,scientist,1.0.1,2016-01-11T19:43:53.516Z
igor-dv/jest-specific-snapshot,jest-specific-snapshot,3.0.0,2020-02-25T09:41:26.652Z
sindresorhus/pick-random,pick-random,1.1.0,2016-01-16T17:30:16.773Z
thelinmichael/spotify-web-api-node,spotify-web-api-node,2.0.2,2015-05-11T10:40:38.405Z
tjmehta/101,101,1.4.0,2016-02-23T04:25:14.565Z
njl07/otp.js,otp.js,1.1.0,2015-12-24T10:39:24.308Z
evenchange4/react-intl-po,react-intl-po,2.0.1,2017-02-11T16:29:48.904Z
GitbookIO/slate-edit-list,slate-edit-list,0.4.1,2016-09-15T16:16:06.100Z
infinitered/reactotron-mst,reactotron-mst,2.1.0,2018-08-17T17:15:03.513Z
beaugunderson/github-current-user,github-current-user,2.5.0,2016-03-19T21:45:28.559Z
jasonray/statman,statman,0.9.2,2016-12-17T21:44:32.650Z
ebi-gene-expression-group/atlas-heatmap,expression-atlas-heatmap-highcharts,3.5.7,2017-09-12T10:40:03.835Z
GitbookIO/gitbook-html,gitbook-html,1.2.0,2016-05-02T14:12:46.394Z
dcodeIO/node-harmonize,harmonize,1.4.2,2015-05-08T14:32:35.377Z
ksatty/exec-timer,exec-timer,0.0.2,2016-09-29T15:23:17.663Z
jashkenas/docco,docco,0.7.0,2015-02-03T16:15:44.189Z
geowarin/friendly-errors-webpack-plugin,friendly-errors-webpack-plugin,1.3.0,2017-02-16T00:43:25.181Z
Urigo/merge-graphql-schemas,merge-graphql-schemas,0.0.19,2017-06-16T21:00:32.068Z
cormacrelf/angular-skyhook,@angular-skyhook/core,1.0.11,2018-09-11T08:05:01.787Z
ioBroker/ioBroker.web,iobroker.web,0.2.3,2015-02-12T20:16:57.101Z
totherik/freshy,freshy,1.0.3,2017-06-14T15:06:06.005Z
imagemin/cwebp-bin,cwebp-bin,6.1.0,2020-05-30T05:23:23.063Z
benfred/fmin,fmin,0.0.2,2016-11-25T00:09:11.161Z
web-mech/badwords,bad-words,1.6.1,2017-10-25T16:31:27.478Z
mattinsler/longjohn,longjohn,0.2.9,2015-09-15T18:51:35.978Z
phongnd39/cypress-jest-adapter,cypress-jest-adapter,0.0.2,2019-04-02T01:23:39.934Z
geut/nanomessage-rpc,nanomessage-rpc,1.0.0,2020-03-11T23:06:43.680Z
deepstreamIO/deepstream.io-client-js,@deepstream/client,4.0.0,2019-07-30T16:19:30.259Z
jelhan/ember-style-modifier,ember-style-modifier,0.4.0,2019-03-18T21:35:44.433Z
terodox/argument-contracts,argument-contracts,0.7.0,2019-10-05T00:10:34.099Z
4Catalyzer/cli,@4c/file-butler,2.1.0,2018-09-13T18:08:12.482Z
acrazing/dpdm,dpdm,3.4.3,2020-04-11T07:00:49.734Z
redom/redom,redom,3.14.0,2018-10-02T09:31:22.443Z
git@github.com:applitools/eyes.sdk.javascript1,@applitools/eyes-webdriverio,5.5.2,2019-07-18T12:02:03.349Z
urish/firebase-server,firebase-server,0.8.0,2017-01-22T08:44:53.645Z
montagejs/joey,joey,1.5.2,2017-05-12T12:43:43.315Z
alanshaw/iterable-ndjson,iterable-ndjson,1.0.1,2019-03-07T10:29:05.510Z
angular/jasminewd,jasminewd2,0.1.0,2017-01-06T20:37:57.785Z
DevExpress/diagram,devexpress-diagram,1.1.30,2020-09-16T07:56:04.728Z
ericblade/quagga2,@ericblade/quagga2,1.1.0,2020-06-11T18:55:42.830Z
theKashey/proxyequal,proxyequal,1.0.6,2018-02-17T22:43:34.760Z
rxdi/graphql-pubsub,@rxdi/graphql-pubsub,0.0.135,2018-07-03T11:19:07.983Z
dherault/serverless-offline,serverless-offline,3.24.2,2018-05-28T17:36:24.897Z
JeromeFitz/react-instafeed,react-instafeed,0.3.0,2017-05-15T17:40:03.940Z
web3-js/WebSocket-Node,@web3-js/websocket,1.0.29,2019-10-31T13:03:18.283Z
percy/percy-storybook,@percy/storybook,3.0.1,2019-04-06T20:55:58.685Z
kadirahq/storybook-addon-actions,@kadira/storybook-addon-actions,1.1.3,2017-03-22T01:17:23.155Z
jsless/hable,hable,0.0.2,2018-01-26T23:00:58.686Z
balderdashy/sails-mysql,sails-mysql,0.11.5,2016-02-18T20:21:32.866Z
legomushroom/mojs,mo-js,0.265.9,2016-08-11T22:04:29.320Z
nuxt-community/pwa-module,@nuxtjs/pwa,1.0.1,2017-10-04T22:48:07.561Z
joanllenas/ngx-date-fns,ngx-date-fns,6.3.1,2020-06-29T19:36:12.218Z
postcss/postcss-selector-matches,postcss-selector-matches,1.0.1,2015-04-30T06:47:33.947Z
fetch/node-sass-asset-functions,node-sass-asset-functions,0.0.1,2015-07-16T11:50:53.984Z
NaturalCycles/js-lib,@naturalcycles/js-lib,4.10.2,2019-05-08T15:11:56.788Z
primer/primer/tree/master/modules/primer-product,primer-product,5.7.0,2018-10-23T20:06:13.765Z
volkovasystems/falzy,falzy,0.2.0,2016-11-09T03:36:07.650Z
NodeBB/mubsub,mubsub-nbb,1.6.1,2020-07-03T20:18:35.862Z
Tapsomnia/btm/npm-modules/locker-factory,locker-factory,1.1.10,2015-10-12T17:14:35.137Z
antoniogarrote/rdfstore-js,rdfstore,0.9.6,2015-04-23T19:09:16.989Z
flightstats/node-insights,node-insights,1.0.6,2015-04-20T17:25:06.943Z
treelinehq/sails-hook-grunt,sails-hook-grunt,3.0.0,2017-12-10T15:33:01.377Z
juliangruber/reconnect-net,reconnect-net,1.1.1,2016-10-04T13:23:36.478Z
EddyVerbruggen/cordova-plugin-googleplus,cordova-plugin-googleplus,8.2.0,2019-10-23T12:50:14.113Z
telerik/kendo-angular-gauges,@progress/kendo-angular-gauges,3.0.3,2020-11-11T17:00:28.476Z
telerik/kendo-angular-dialog,@progress/kendo-angular-dialog,3.10.1,2019-01-14T06:30:17.006Z
SocketCluster/ncom,ncom,0.9.10,2015-09-13T04:12:46.821Z
infinitered/gluegun,gluegun,2.0.3,2018-12-23T02:20:50.506Z
